Contemporâneo,Figurativo,Pop,Moderno,Conceitual,Abstrato,Retrato,Surrealista,Outro Tema,Paisagem,Natureza,Clássico,Realista,Minimalista,Expressionista,Vintage,Streetart,Impressionista,Pintura,Gravura,Técnica Mista,Outra Técnica,Desenho,Escultura,Fotografia,Livro,Colorido,Monocromático,Size,Price,Artist,Title,Image_Url,Marketplace
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3250.0,6150.0,CELSO ORSINI,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15840/S8dvNf0nZGOwNrHpOywgS618062022124713.webp,Artsoul
True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,841.0,1000.0,Gilda Goulart,“As Rosas não Mentem”,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5364/gFsBXo8YusqkyyTdYpYQq423032022065607.webp,Artsoul
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10000.0,8000.0,Cris Basile,Flor II,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16321/t8GVCOsgQl3lmA5J9UTIv814092022231249.webp,Artsoul
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2500.0,4000.0,Anete Ring,Névoa de Nadas 2,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2131/iMpme6M1E9pAuG5m4BSfva23032022012449.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,5616.0,3000.0,Renata Basile,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/7546/ql3cuJHhrmBZF0DwJugQyt23032022101125.webp,Artsoul
True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1200.0,900.0,Sa Passos,Com amor,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17600/4YFbWyVA16Npx1UMRXJNiJ26052023193537.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2464.0,2000.0,Rita Manhães,Sebastião,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17337/8qHb133YTqy0zKZWsXDlEM13042023171753.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8000.0,4000.0,Luísa Prestes,Composição com flores,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3924/lNt6DrBZ7zwXR9wGQf3T4V23032022041950.webp,Artsoul
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3008.0,2000.0,Claudio Caropreso,Tubainecola,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2038/DTBpzRJ56Nj9MfaXiaWPxp23032022011727.webp,Artsoul
False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2067.0,3500.0,Francisco Rebolo,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5014/rmSkUAsKvAURax089smWPq12052023122456.webp,Artsoul
True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,19600.0,15000.0,Lu Guedes,s/ título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4067/71sciZaFgLBw7LuJfKHTkz23032022042612.webp,Artsoul
False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,2856.0,1800.0,Mariana Quito,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3362/PhSApNE6IpOoIWic5MxJXS23032022032959.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1260.0,1500.0,Márcio Elias,Âncora,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6748/onyWueskDeRZX121LHykGv23032022082144.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,12100.0,12000.0,Bruno Borne,Gravitas _Dia,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16287/6axepArUzSnPRKzkJXs7Zq09092022180524.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,9280.0,13000.0,Uiara Bartira,Che trompe tutto,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1075/2zC1TBd2AtoJnuArVEflf222032022231954.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4209.0,4000.0,Ulysses Bôscolo,Sem título (Cachorro),https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5457/u04NUWBReXr19NW71MUJVk23032022070134.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4290.0,2500.0,Renata Basile,Fonte,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/9095/Iw16qhr6v49ny6gf1ocj6V23032022114432.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1650.0,4000.0,Marco Buti,Sem título (Ir),https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/7456/wUw8ePD5tqAiLhsX5FCxF723032022100359.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,759.0,2000.0,Magliani,Magliani - Fábula - Xilogravura,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17462/U94V1bKD7ZOkEhhtgsNh8O02052023175026.webp,Artsoul
True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1064.0,2250.0,Rosângela Soares Pinto,Objeto Azul,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5005/pRYIPIT73LQ0QlOSsCQ4ZU23032022063422.webp,Artsoul
False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8736.0,18000.0,Paulo Vainer,Movimento 2,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/14599/CPmibwVo3glVeXsdZagxdA24032022142906.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10000.0,15000.0,JOSÉ GONÇALVES,Composition I,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1395/1gveqboaHppoRw9UnqQYPh23032022001600.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,16800.0,20800.0,Adriana Conti Melo,Sem Título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15868/gpFCbNBjlZEW2V8jd8xUGH01072022171648.webp,Artsoul
True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4800.0,2850.0,Lizete Zem,Cebolas,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5120/rICzYKbG0ZUqd9l9SeImlR23032022064216.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,2475.0,2500.0,Paulo Camillo Penna,"Janela, Espelho",https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/7554/5EF4cj1SbuN6ojpDWdKMy923032022101149.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4209.0,4000.0,Ulysses Bôscolo,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5459/xMO9hMW7ZhSYWQN7IIVYQU23032022070142.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1088.0,3000.0,Antonio Augusto Bueno,Sem título 5,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/10286/pLzzLPHyafqTP3jOofXd3k23032022182445.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,12100.0,12000.0,Bruno Borne,Gravitas_Noite,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16289/n9gVvQIFqWGnzq879C44Gm09092022181139.webp,Artsoul
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1600.0,2000.0,AUGUSTO SAMPAIO,Componentes Gráficos (série),https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/10236/kU8yAS5VTL51zOoYnoLqpe23032022182006.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,5846.0,7500.0,Teresa Berlinck,Jardim das Tres Orelhas,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5447/okyGzV4bsDU1O8fXx2E1N623032022070102.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4900.0,3450.0,ANA SERAFIN,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17502/rOn1fle8O4GmTuhm2TRmXp13052023125515.webp,Artsoul
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4275.0,12000.0,Cabral,Cabral - sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17692/qCsGteAVnlXONcCS1aEY4S30062023142639.webp,Artsoul
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,768.0,3000.0,Marianita Linck,Marianita Linck - Cerâmica,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/12344/WfQg14w3czndi3qozZNYoT23032022231209.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6300.0,3500.0,Carmen Bello,Untitled,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2395/pqoJiZuKnUpVHs3YIJa4D623032022014614.webp,Artsoul
True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,2400.0,2000.0,Teresinha Mazzei,Onda Metálica,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4358/qOb07hzntlcQRtNXDyMgja23032022044616.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12600.0,7800.0,Wagner Vidal,Insólito II,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16899/LOrKyGskXYSDHdCEINhmlB17122022132513.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2000.0,3600.0,Lucas Quintas,Ilusão 22,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16383/J86JRIC06LAFLhxrekuYsb28092022151331.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10000.0,5450.0,ADRIANA BRZEZINSKA,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16985/YQanqmQGdMfdZ2GcdDYE7s28012023112118.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7200.0,14800.0,IURI SARMENTO,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17357/PEQDxNr1f3KtvXkL8apEBo24042023170806.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,588.0,2930.0,SANTACOSTA,Infantario Pareado,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16188/qZw1yOnm8hj95n9nkPCKTb24082022195122.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1110.0,2500.0,Lucila Sartori,Cântico,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1645/eci3ONFMbUFRB2F6DoqE0n23032022004544.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1170.0,1500.0,Norma Mobilon,"Janelas, Paisagem",https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4597/C1VUw2ph1q9y4AXyX73M5w23032022050206.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2200.0,1610.0,Nana Cunha,Orquídea Bambu,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15684/XE08kHFklEWSWjUt0KBh0N27052022101912.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,378.0,450.0,Vicente Duque Estrada,Queimada,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1072/gvniK8LeDiSfZVpwLZ4wjC22032022231943.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,15225.0,8000.0,Têre Finger,Têre Finger – pintura,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17320/HsYZrrg5pRtvOlMD28Yaoh06042023160448.webp,Artsoul
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1280.0,3800.0,Arnaldo Dias Baptista,sem nome,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16698/ei6f71qRg1dlmUKvovqtQd22112022142300.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1419.0,900.0,Eliane Carrapateira,"De volta ao mar, com vestido rendado..., da série Quebra de regras",https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1138/81DZ0RhKu6qXy4K2sDNLpo22032022233007.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2809.0,4500.0,Lygia Eluf,"Rio das Almas, Cavalcante, GO .",https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6761/QM3kEfPLxp3ampxEwDjn7Q23032022082229.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1225.0,1400.0,Roberta Bottcher,Pimentão com Mexericas,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/949/x43DE5eBVaKbGKvlB1j3ES22032022224849.webp,Artsoul
True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2520.0,1700.0,Marcia C. Cavalcanti,Gibi,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5294/21v1P6uKt2jXXqWHAtDUWq23032022065206.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1755.0,2000.0,Diô Viana,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6617/zMXnGV155bAas5uV1uRqDX23032022081356.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15504.0,6750.0,Ursula Tautz,Pindorama,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/9950/k7tG8kmZguF2oyC1P72xzB23032022180130.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18000.0,18000.0,Celina Nolli,Contraponto,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17731/25VHhApUguRfI45ra6GiC310072023162938.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2400.0,3000.0,Lucila Sartori,Cântico,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1646/8CPurewfcMJAcm3ll0OKpm23032022004548.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2964.0,2500.0,Renata Basile,Longitude,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5372/q8TMhZJXUK6ubUSipX0GQe23032022065640.webp,Artsoul
False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,962.0,600.0,Roberta Bottcher,Carambolas e crochê,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/931/zT1KAqANNb6Igs6EFZ0wdd22032022224611.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1200.0,4200.0,Pedro Diniz Kubitschek,Barranco I,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/36/R1S81fR9Rvk3ZKv8lh0zGy22032022195440.webp,Artsoul
True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1344.0,1750.0,José Rocha,Ressurreição,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5130/JBXDgK6KQ4xBYXhFSY1dzW23032022064253.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,651.0,2000.0,Ulysses Bôscolo,Linhas de Sangue,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6354/ZihvTWJCi14Obxi9TtaryF23032022075623.webp,Artsoul
False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1600.0,1200.0,CAIO SIQUEIRA,Carbono 14 - 06,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/804/WuH5Cag33D63695GpVydSV22032022222211.webp,Artsoul
False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2014.0,2000.0,Hans Grudzinski,Os Amantes do Rio,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15256/D5xUQfOV9OTdToEyuwHtNN01042022114552.webp,Artsoul
False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,3192.0,1800.0,Mariana Quito,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3327/bnp353ojH45vtuNdZa41he23032022032655.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,9000.0,5600.0,Flávia Ventura,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17497/VHRRfyzw6dXzy2aCVT566u09052023224538.webp,Artsoul
False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3975.0,1800.0,Mariana Quito,Pescadores,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3322/MqoI8DRX4jvbh8geOlK3uD23032022032619.webp,Artsoul
False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,625.0,1250.0,Lando Faria,Alhos Vedros,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17736/0veGSFTKAKAsYV99lWsMCD10072023170035.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,285.0,900.0,Iara Ribeiro,O Gato,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1631/uU8N6lBCrAqIsMuzjXrjAw23032022004449.webp,Artsoul
False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4428.0,15000.0,Paulo Vainer,Dual #6,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/14619/4Chc5x0V6hKtB073UJfAa224032022143000.webp,Artsoul
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11050.0,14000.0,Matias Mesquita,Às dezenove horas e cinquenta e três minutos do dia vinte e cinco de janeiro,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2230/ejkV5FbZt4lDyUe4mKJkUY23032022013317.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3600.0,2500.0,AUGUSTO SAMPAIO,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1849/7CRaiO29oGvvQgYKZ3fu2W23032022005954.webp,Artsoul
True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,16500.0,20000.0,Elaine Pessoa,Arabutã XIV,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2879/adDUsCx9u4tR8QqHyWyI6k23032022022627.webp,Artsoul
True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,3000.0,1100.0,Vicente Duque Estrada,Banho,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5171/NxDnva82iADr0gJLN7WMgG23032022064516.webp,Artsoul
True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1710.0,4500.0,Léa Soibelman,Graphotáctil Guerreiro,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5317/x8CfujpDtAQ8y6nOHU0IN023032022065326.webp,Artsoul
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,3500.0,3500.0,Décio Pignatari,Um Movimento,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4818/hjbGaJNbVXDz4qj7xHRuqv23032022061936.webp,Artsoul
True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,6300.0,7500.0,Uiara Bartira,Série IMPOSSIBILIDADES,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4330/6R5KnLgO4KqbRkrIxYnqu323032022044435.webp,Artsoul
True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,5400.0,8000.0,Mary Carmen Matias,Abstrações M22-2020,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1670/NJDoCOjXtiGHcBNnrLOPut23032022004736.webp,Artsoul
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,22500.0,15000.0,Myriam Glatt,ABA 4,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15389/raEB8fqEzF2ppmqCXlzAjm19042022113856.webp,Artsoul
True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,1247.0,5000.0,Salazar de Figueiredo,Paisagem Escarlate,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5216/49A4BRWDUaD0R4oOMeq5eK23032022064749.webp,Artsoul
